"dex_number","name","jp_name","en_name","form_name","height","weight","type_1","type_2","body","catch_rate","specie","ability_1","ability_2","ability_hidden","ev_hp","ev_attack","ev_defence","ev_special_attack","ev_special_defence","ev_speed","exp_yield","exp_yield_gen_5","exp_lv_100","egg_group_1","egg_group_2","egg_cycle","hp","attack","defence","special_attack","special_defence","speed"
714,"嗡蝠","オンバット","Noibat","","0.5","8.0","FLYING","DRAGON","DUAL_WINGS","190","音波","察觉","穿透","心灵感应",0,0,0,0,0,1,"49","",1000000,"FLYING","DRAGON","20",40,30,35,45,40,55,"714#嗡蝠#"
715,"音波龙","オンバーン","Noivern","","1.5","85.0","FLYING","DRAGON","DUAL_WINGS","45","音波","察觉","穿透","心灵感应",0,0,0,0,0,2,"187","",1000000,"FLYING","DRAGON","20",85,70,80,97,80,123,"715#音波龙#"
716,"哲尔尼亚斯","ゼルネアス","Xerneas","活跃模式","3.0","215.0","FAIRY","","QUADRUPLE_FOOTS_MONSTER","45","生命","妖精气场","","",3,0,0,0,0,0,"306","",1250000,"UNDISCOVERED","","121",126,131,95,131,98,99,"716#哲尔尼亚斯#活跃模式#"
716,"哲尔尼亚斯","ゼルネアス","Xerneas","放松模式","3.0","215.0","FAIRY","","QUADRUPLE_FOOTS_MONSTER","45","生命","妖精气场","","",3,0,0,0,0,0,"306","",1250000,"UNDISCOVERED","","121",126,131,95,131,98,99,"716#哲尔尼亚斯#放松模式#"
717,"伊裴尔塔尔","イベルタル","Yveltal","","5.8","203.0","DARK","FLYING","DUAL_WINGS","45","破坏","暗黑气场","","",3,0,0,0,0,0,"306","",1250000,"UNDISCOVERED","","121",126,131,95,131,98,99,"717#伊裴尔塔尔#"
718,"基格尔德","ジガルデ","Zygarde","１０％形态","1.2","33.5","DRAGON","GROUND","QUADRUPLE_FOOTS_MONSTER","3","秩序","气场破坏","群聚变形","",3,0,0,0,0,0,"219","",1250000,"UNDISCOVERED","","121",54,100,71,61,85,115,"718#基格尔德#１０％形态#"
718,"基格尔德","ジガルデ","Zygarde","５０％形态","5.0","305.0","DRAGON","GROUND","SNAKE","3","秩序","气场破坏","群聚变形","",3,0,0,0,0,0,"270","",1250000,"UNDISCOVERED","","121",108,100,121,81,95,95,"718#基格尔德#５０％形态#"
718,"基格尔德","ジガルデ","Zygarde","完全体形态","4.5","610.0","DRAGON","GROUND","DUAL_FOOTS_MONSTER","3","秩序","群聚变形","","",3,0,0,0,0,0,"319","",1250000,"UNDISCOVERED","","121",216,100,121,91,95,85,"718#基格尔德#完全体形态#"
719,"蒂安希","ディアンシー","Diancie","蒂安希","0.7","8.8","ROCK","FAIRY","DUAL_HANDS","3","宝石","恒净之躯","","",0,0,1,0,2,0,"270","",1250000,"UNDISCOVERED","","26",50,100,150,100,150,50,"719#蒂安希#蒂安希#"
719,"蒂安希","ディアンシー","Diancie","超级蒂安希","1.1","27.8","ROCK","FAIRY","DUAL_HANDS","3","宝石","魔法镜","","",0,0,1,0,2,0,"315","",1250000,"UNDISCOVERED","","26",50,160,110,160,110,110,"719#蒂安希#超级蒂安希#"
720,"胡帕","フーパ","Hoopa","惩戒胡帕","0.5","9.0","PSYCHIC","GHOST","DUAL_HANDS","3","顽童","魔术师","","",0,0,0,3,0,0,"270","",1250000,"UNDISCOVERED","","121",80,110,60,150,130,70,"720#胡帕#惩戒胡帕#"
720,"胡帕","フーパ","Hoopa","解放胡帕","6.5","490.0","PSYCHIC","DARK","DUAL_FOOTS_MONSTER","3","魔神","魔术师","","",0,0,0,3,0,0,"306","",1250000,"UNDISCOVERED","","121",80,160,60,170,130,80,"720#胡帕#解放胡帕#"
721,"波尔凯尼恩","ボルケニオン","Volcanion","","1.7","195.0","FIRE","WATER","QUADRUPLE_FOOTS_MONSTER","3","蒸汽","储水","","",0,0,0,3,0,0,"270","",1250000,"UNDISCOVERED","","121",80,110,120,130,90,70,"721#波尔凯尼恩#"
722,"木木枭","モクロー","Rowlet","","0.3","1.5","GRASS","FLYING","DUAL_WINGS","45","草羽","茂盛","","远隔",1,0,0,0,0,0,"64","",1059860,"FLYING","","15",68,55,55,50,50,42,"722#木木枭#"
723,"投羽枭","フクスロー","Dartrix","","0.7","16.0","GRASS","FLYING","DUAL_WINGS","45","刃羽","茂盛","","远隔",2,0,0,0,0,0,"147","",1059860,"FLYING","","15",78,75,75,70,70,52,"723#投羽枭#"
724,"狙射树枭","ジュナイパー","Decidueye","狙射树枭","1.6","36.6","GRASS","GHOST","DUAL_WINGS","45","箭羽","茂盛","","远隔",0,3,0,0,0,0,"239","",1059860,"FLYING","","15",78,107,75,100,100,70,"724#狙射树枭#狙射树枭#"
724,"狙射树枭","ジュナイパー","Decidueye","洗翠狙射树枭","1.6","37.0","GRASS","FIGHT","DUAL_WINGS","45","箭羽","茂盛","","远隔",0,3,0,0,0,0,"239","",1059860,"FLYING","","15",88,112,80,95,95,60,"724#狙射树枭#洗翠狙射树枭#"
725,"火斑喵","ニャビー","Litten","","0.4","4.3","FIRE","","QUADRUPLE_FOOTS_MONSTER","45","火猫","猛火","","威吓",0,0,0,0,0,1,"64","",1059860,"FIELD","","15",45,65,40,60,40,70,"725#火斑喵#"
726,"炎热喵","ニャヒート","Torracat","","0.7","25.0","FIRE","","QUADRUPLE_FOOTS_MONSTER","45","火猫","猛火","","威吓",0,0,0,0,0,2,"147","",1059860,"FIELD","","15",65,85,50,80,50,90,"726#炎热喵#"
727,"炽焰咆哮虎","ガオガエン","Incineroar","","1.8","83.0","FIRE","DARK","DUAL_FOOTS_MONSTER","45","反派","猛火","","威吓",0,3,0,0,0,0,"239","",1059860,"FIELD","","15",95,115,90,80,90,60,"727#炽焰咆哮虎#"
728,"球球海狮","アシマリ","Popplio ","","0.4","7.5","WATER","","FISH","45","海狮","激流","","湿润之声",0,0,0,1,0,0,"64","",1059860,"WATER_1","FIELD","15",50,54,54,66,56,40,"728#球球海狮#"
729,"花漾海狮","オシャマリ","Brionne","","0.6","17.5","WATER","","FISH","45","偶像","激流","","湿润之声",0,0,0,2,0,0,"147","",1059860,"WATER_1","FIELD","15",60,69,69,91,81,50,"729#花漾海狮#"
730,"西狮海壬","アシレーヌ","Primarina","","1.8","44.0","WATER","FAIRY","FISH","45","独唱者","激流","","湿润之声",0,0,0,3,0,0,"239","",1059860,"WATER_1","FIELD","15",80,74,74,126,116,60,"730#西狮海壬#"
731,"小笃儿","ツツケラ","Pikipek","","0.3","1.2","NORMAL","FLYING","DUAL_WINGS","255","啄木鸟","锐利目光","连续攻击","捡拾",0,1,0,0,0,0,"53","",1000000,"FLYING","","15",35,75,30,30,30,65,"731#小笃儿#"
732,"喇叭啄鸟","ケララッパ","Trumbeak","","0.6","14.8","NORMAL","FLYING","DUAL_WINGS","120","喇叭喙","锐利目光","连续攻击","捡拾",0,2,0,0,0,0,"124","",1000000,"FLYING","","15",55,85,50,40,50,75,"732#喇叭啄鸟#"
733,"铳嘴大鸟","ドデカバシ","Toucannon","","1.1","26.0","NORMAL","FLYING","DUAL_WINGS","45","铳炮","锐利目光","连续攻击","强行",0,3,0,0,0,0,"218","",1000000,"FLYING","","15",80,120,75,75,75,60,"733#铳嘴大鸟#"
734,"猫鼬少","ヤングース","Yungoos","","0.4","6.0","NORMAL","","QUADRUPLE_FOOTS_MONSTER","255","巡回","蹲守","强壮之颚","适应力",0,1,0,0,0,0,"51","",1000000,"FIELD","","15",48,70,30,30,30,45,"734#猫鼬少#"
735,"猫鼬探长","デカグース","Gumshoos","","0.7","14.2","NORMAL","","QUADRUPLE_FOOTS_MONSTER","127","蹲守","蹲守","强壮之颚","适应力",0,2,0,0,0,0,"146","",1000000,"FIELD","","15",88,110,60,55,60,45,"735#猫鼬探长#"
736,"强颚鸡母虫","アゴジムシ","Grubbin","","0.4","4.4","BUG","","BUG","255","幼虫","虫之预感","","",0,1,0,0,0,0,"60","",1000000,"BUG","","15",47,62,45,55,45,46,"736#强颚鸡母虫#"
737,"虫电宝","デンヂムシ","Charjabug","","0.5","10.5","BUG","ELECTRIC","SNAKE","120","蓄电池","蓄电池","","",0,0,2,0,0,0,"140","",1000000,"BUG","","15",57,82,95,55,75,36,"737#虫电宝#"
738,"锹农炮虫","クワガノン","Vikavolt","","1.5","45.0","BUG","ELECTRIC","BUG","45","锹形虫","飘浮","","",0,0,0,3,0,0,"225","",1000000,"BUG","","15",77,70,90,145,75,43,"738#锹农炮虫#"
739,"好胜蟹","マケンカニ","Crabrawler","","0.6","7.0","FIGHT","","BUG","225","拳斗","怪力钳","铁拳","愤怒穴位",0,1,0,0,0,0,"68","",1000000,"WATER_3","","20",47,82,57,42,47,63,"739#好胜蟹#"
740,"好胜毛蟹","ケケンカニ","Crabominable","","1.7","180.0","FIGHT","ICE","BUG","60","毛蟹","怪力钳","铁拳","愤怒穴位",0,2,0,0,0,0,"167","",1000000,"WATER_3","","20",97,132,77,62,67,43,"740#好胜毛蟹#"
741,"花舞鸟","オドリドリ","Oricorio","热辣热辣风格","0.6","3.4","FIRE","FLYING","DUAL_WINGS","45","舞蹈","舞者","","",0,0,0,2,0,0,"167","",1000000,"FLYING","","20",75,70,70,98,70,93,"741#花舞鸟#热辣热辣风格#"
741,"花舞鸟","オドリドリ","Oricorio","啪滋啪滋风格","0.6","3.4","ELECTRIC","FLYING","DUAL_WINGS","45","舞蹈","舞者","","",0,0,0,2,0,0,"167","",1000000,"FLYING","","20",75,70,70,98,70,93,"741#花舞鸟#啪滋啪滋风格#"
741,"花舞鸟","オドリドリ","Oricorio","呼拉呼拉风格","0.6","3.4","PSYCHIC","FLYING","DUAL_WINGS","45","舞蹈","舞者","","",0,0,0,2,0,0,"167","",1000000,"FLYING","","20",75,70,70,98,70,93,"741#花舞鸟#呼拉呼拉风格#"
741,"花舞鸟","オドリドリ","Oricorio","轻盈轻盈风格","0.6","3.4","GHOST","FLYING","DUAL_WINGS","45","舞蹈","舞者","","",0,0,0,2,0,0,"167","",1000000,"FLYING","","20",75,70,70,98,70,93,"741#花舞鸟#轻盈轻盈风格#"
742,"萌虻","アブリー","Cutiefly","","0.1","0.2","BUG","FAIRY","BUG","190","蜂虻","采蜜","鳞粉","甜幕",0,0,0,0,0,1,"61","",1000000,"BUG","FAIRY","20",40,45,40,55,40,84,"742#萌虻#"
743,"蝶结萌虻","アブリボン","Ribombee","","0.2","0.5","BUG","FAIRY","MULTI_WINGS","75","蜂虻","采蜜","鳞粉","甜幕",0,0,0,0,0,2,"162","",1000000,"BUG","FAIRY","20",60,55,60,95,70,124,"743#蝶结萌虻#"
744,"岩狗狗","イワンコ","Rockruff","岩狗狗","0.5","9.2","ROCK","","QUADRUPLE_FOOTS_MONSTER","190","小狗","锐利目光","干劲","不屈之心",0,1,0,0,0,0,"56","",1000000,"FIELD","","15",45,65,40,30,40,60,"744#岩狗狗#岩狗狗#"
744,"岩狗狗","イワンコ","Rockruff","特殊岩狗狗","0.5","9.2","ROCK","","QUADRUPLE_FOOTS_MONSTER","190","小狗","我行我素","","",0,1,0,0,0,0,"56","",1000000,"FIELD","","15",45,65,40,30,40,60,"744#岩狗狗#特殊岩狗狗#"
745,"鬃岩狼人","ルガルガン","Lycanroc","白昼的样子","0.8","25.0","ROCK","","QUADRUPLE_FOOTS_MONSTER","90","狼","锐利目光","拨沙","不屈之心",0,2,0,0,0,0,"170","",1000000,"FIELD","","15",75,115,65,55,65,112,"745#鬃岩狼人#白昼的样子#"
745,"鬃岩狼人","ルガルガン","Lycanroc","黑夜的样子","1.1","25.0","ROCK","","DUAL_FOOTS_MONSTER","90","狼","锐利目光","干劲","无防守",0,2,0,0,0,0,"170","",1000000,"FIELD","","15",85,115,75,55,75,82,"745#鬃岩狼人#黑夜的样子#"
745,"鬃岩狼人","ルガルガン","Lycanroc","黄昏的样子","0.8","25.0","ROCK","","QUADRUPLE_FOOTS_MONSTER","90","狼","硬爪","","",0,2,0,0,0,0,"","",1000000,"FIELD","","15",75,117,65,55,65,110,"745#鬃岩狼人#黄昏的样子#"
746,"弱丁鱼","ヨワシ","Wishiwashi","单独的样子","0.2","0.3","WATER","","FISH","60","小鱼","鱼群","","",1,0,0,0,0,0,"61","",800000,"WATER_2","","15",45,20,20,25,25,40,"746#弱丁鱼#单独的样子#"
746,"弱丁鱼","ヨワシ","Wishiwashi","鱼群的样子","8.2","78.6","WATER","","BUNDLE","60","小鱼","鱼群","","",1,0,0,0,0,0,"217","",800000,"WATER_2","","15",45,140,130,140,135,30,"746#弱丁鱼#鱼群的样子#"
747,"好坏星","ヒドイデ","Mareanie","","0.4","8.0","POISON","WATER","PILLAR","190","非星","不仁不义","柔软","再生力",0,0,1,0,0,0,"61","",1000000,"WATER_1","","20",50,53,62,43,52,45,"747#好坏星#"
748,"超坏星","ドヒドイデ","Toxapex","","0.7","14.5","POISON","WATER","TENTACLE","75","非星","不仁不义","柔软","再生力",0,0,2,0,0,0,"173","",1000000,"WATER_1","","20",50,63,152,53,142,35,"748#超坏星#"
749,"泥驴仔","ドロバンコ","Mudbray","","1.0","110.0","GROUND","","QUADRUPLE_FOOTS_MONSTER","190","驴","我行我素","持久力","精神力",0,1,0,0,0,0,"77","",1000000,"FIELD","","20",70,100,70,45,55,45,"749#泥驴仔#"
750,"重泥挽马","バンバドロ","Mudsdale","","2.5","920.0","GROUND","","QUADRUPLE_FOOTS_MONSTER","60","挽马","我行我素","持久力","精神力",0,2,0,0,0,0,"175","",1000000,"FIELD","","20",100,125,100,55,85,35,"750#重泥挽马#"
751,"滴蛛","シズクモ","Dewpider","","0.3","4.0","WATER","BUG","DUAL_LEGS","200","水泡","水泡","","储水",0,0,0,0,1,0,"54","",1000000,"WATER_1","BUG","15",38,40,52,40,72,27,"751#滴蛛#"
752,"滴蛛霸","オニシズクモ","Araquanid","","1.8","82.0","WATER","BUG","BUG","100","水泡","水泡","","储水",0,0,0,0,2,0,"159","",1000000,"WATER_1","BUG","15",68,70,92,50,132,42,"752#滴蛛霸#"
753,"伪螳草","カリキリ","Fomantis","","0.3","1.5","GRASS","","DUAL_FOOTS_MONSTER","190","镰草","叶子防守","","唱反调",0,1,0,0,0,0,"50","",1000000,"GRASS","","20",40,55,35,50,35,35,"753#伪螳草#"
754,"兰螳花","ラランテス","Lurantis","","0.9","18.5","GRASS","","HUMAN","75","花镰","叶子防守","","唱反调",0,2,0,0,0,0,"168","",1000000,"GRASS","","20",70,105,90,80,90,45,"754#兰螳花#"
755,"睡睡菇","ネマシュ","Morelull","","0.2","1.5","GRASS","FAIRY","PILLAR","190","发光","发光","孢子","雨盘",0,0,0,0,1,0,"57","",1000000,"GRASS","","20",40,35,55,65,75,15,"755#睡睡菇#"
756,"灯罩夜菇","マシェード","Shiinotic","","1.0","11.5","GRASS","FAIRY","HUMAN","75","发光","发光","孢子","雨盘",0,0,0,0,2,0,"142","",1000000,"GRASS","","20",60,45,80,90,100,30,"756#灯罩夜菇#"
757,"夜盗火蜥","ヤトウモリ","Salandit","","0.6","4.8","POISON","FIRE","QUADRUPLE_FOOTS_MONSTER","120","毒蜥","腐蚀","","迟钝",0,0,0,0,0,1,"64","",1000000,"MONSTER","DRAGON","20",48,44,40,71,40,77,"757#夜盗火蜥#"
758,"焰后蜥","エンニュート","Salazzle","","1.2","22.2","POISON","FIRE","QUADRUPLE_FOOTS_MONSTER","45","毒蜥","腐蚀","","迟钝",0,0,0,0,0,2,"168","",1000000,"MONSTER","DRAGON","20",68,64,60,111,60,117,"758#焰后蜥#"
759,"童偶熊","ヌイコグマ","Stufful","","0.5","6.8","NORMAL","FIGHT","QUADRUPLE_FOOTS_MONSTER","140","抓狂","毛茸茸","笨拙","迷人之躯",0,1,0,0,0,0,"68","",1000000,"FIELD","","15",70,75,50,45,50,50,"759#童偶熊#"
760,"穿着熊","キテルグマ","Bewear","","2.1","135.0","NORMAL","FIGHT","DUAL_FOOTS_MONSTER","70","强臂","毛茸茸","笨拙","紧张感",0,2,0,0,0,0,"175","",1000000,"FIELD","","15",120,125,80,55,60,60,"760#穿着熊#"
761,"甜竹竹","アマカジ","Bounsweet","","0.3","3.2","GRASS","","DUAL_LEGS","235","水果","叶子防守","迟钝","甜幕",1,0,0,0,0,0,"42","",1059860,"GRASS","","20",42,30,38,30,38,32,"761#甜竹竹#"
762,"甜舞妮","アママイコ","Steenee","","0.7","8.2","GRASS","","HUMAN","120","水果","叶子防守","迟钝","甜幕",0,0,0,0,0,2,"102","",1059860,"GRASS","","20",52,40,48,40,48,62,"762#甜舞妮#"
763,"甜冷美后","アマージョ","Tsareena","","1.2","21.4","GRASS","","HUMAN","45","水果","叶子防守","女王的威严","甜幕",0,3,0,0,0,0,"230","",1059860,"GRASS","","20",72,120,98,50,98,72,"763#甜冷美后#"
764,"花疗环环","キュワワー","Comfey","","0.1","0.3","FAIRY","","BALL","60","摘花","花幕","先行治疗","自然回复",0,0,0,0,2,0,"170","",800000,"GRASS","","20",51,52,90,82,110,100,"764#花疗环环#"
765,"智挥猩","ヤレユータン","Oranguru","","1.5","76.0","NORMAL","PSYCHIC","HUMAN","45","贤者","精神力","心灵感应","共生",0,0,0,0,2,0,"172","",1250000,"FIELD","","20",90,60,80,90,110,60,"765#智挥猩#"
766,"投掷猴","ナゲツケサル","Passimian","","2.0","82.8","FIGHT","","DUAL_FOOTS_MONSTER","45","配合","接球手","","不服输",0,2,0,0,0,0,"172","",1250000,"FIELD","","20",100,120,90,40,60,80,"766#投掷猴#"
767,"胆小虫","コソクムシ","Wimpod","","0.5","12.0","BUG","WATER","TENTACLE","90","疾行","跃跃欲逃","","",0,0,0,0,0,1,"46","",1000000,"BUG","WATER_3","20",25,35,40,20,30,80,"767#胆小虫#"
768,"具甲武者","グソクムシャ","Golisopod","","2.0","108.0","BUG","WATER","HUMAN","45","装甲","危险回避","","",0,0,2,0,0,0,"186","",1000000,"BUG","WATER_3","20",75,125,140,60,90,40,"768#具甲武者#"
769,"沙丘娃","スナバァ","Sandygast","","0.5","70.0","GHOST","GROUND","SNAKE","140","沙丘","遇水凝固","","沙隐",0,0,1,0,0,0,"64","",1000000,"AMORPHOUS","","15",55,55,80,70,45,15,"769#沙丘娃#"
770,"噬沙堡爷","シロデスナ","Palossand","","1.3","250.0","GHOST","GROUND","SNAKE","60","沙堡","遇水凝固","","沙隐",0,0,2,0,0,0,"168","",1000000,"AMORPHOUS","","15",85,75,110,100,75,35,"770#噬沙堡爷#"
771,"拳海参","ナマコブシ","Pyukumuku","","0.3","1.2","WATER","","SNAKE","60","海参","飞出的内在物","","纯朴",0,0,0,0,2,0,"144","",800000,"WATER_1","","15",55,60,130,30,130,5,"771#拳海参#"
772,"属性：空","タイプ：ヌル","Type: Null","","1.9","120.5","NORMAL","","QUADRUPLE_FOOTS_MONSTER","3","人工","战斗盔甲","","",2,0,0,0,0,0,"107","",1250000,"UNDISCOVERED","","120",95,95,95,95,95,59,"772#属性：空#"
773,"银伴战兽","シルヴァディ","Silvally","","2.3","100.5","NORMAL","","QUADRUPLE_FOOTS_MONSTER","3","人工","ＡＲ系统","","",3,0,0,0,0,0,"114","",1250000,"UNDISCOVERED","","120",95,95,95,95,95,95,"773#银伴战兽#"
774,"小陨星","メテノ","Minior","流星的样子","0.3","40.0","ROCK","FLYING","BALL","30","流星","界限盾壳","","",0,0,1,0,1,0,"154","",1059860,"MINERAL","","25",60,60,100,60,100,60,"774#小陨星#流星的样子#"
774,"小陨星","メテノ","Minior","核心","0.3","0.3","ROCK","FLYING","BALL","30","流星","界限盾壳","","",0,1,0,1,0,0,"175","",1059860,"MINERAL","","25",60,100,60,100,60,120,"774#小陨星#核心#"
775,"树枕尾熊","ネッコアラ","Komala","","0.4","19.9","NORMAL","","HUMAN","45","半梦半醒","绝对睡眠","","",0,2,0,0,0,0,"168","",1250000,"FIELD","","20",65,115,65,75,95,65,"775#树枕尾熊#"
776,"爆焰龟兽","バクガメス","Turtonator","","2.0","212.0","FIRE","DRAGON","DUAL_FOOTS_MONSTER","70","爆炸龟","硬壳盔甲","","",0,0,2,0,0,0,"170","",1000000,"MONSTER","DRAGON","20",60,78,135,91,85,36,"776#爆焰龟兽#"
777,"托戈德玛尔","トゲデマル","Togedemaru","","0.3","3.3","ELECTRIC","STEEL","DUAL_FOOTS_MONSTER","180","蜷缩","铁刺","避雷针","结实",0,2,0,0,0,0,"152","",1000000,"FIELD","FAIRY","10",65,98,63,40,73,96,"777#托戈德玛尔#"
778,"谜拟Ｑ","ミミッキュ","Mimikyu","化形的样子","0.2","0.7","GHOST","FAIRY","SNAKE","45","画皮","画皮","","",0,0,0,0,2,0,"167","",1000000,"AMORPHOUS","","20",55,90,80,50,105,96,"778#谜拟Ｑ#化形的样子#"
778,"谜拟Ｑ","ミミッキュ","Mimikyu","现形的样子","0.2","0.7","GHOST","FAIRY","SNAKE","45","画皮","画皮","","",0,0,0,0,2,0,"167","",1000000,"AMORPHOUS","","20",55,90,80,50,105,96,"778#谜拟Ｑ#现形的样子#"
779,"磨牙彩皮鱼","ハギギシリ","Bruxish","","0.9","19.0","WATER","PSYCHIC","FISH","80","磨牙","鲜艳之躯","强壮之颚","奇迹皮肤",0,2,0,0,0,0,"166","",1000000,"WATER_2","","15",68,105,70,70,70,92,"779#磨牙彩皮鱼#"
780,"老翁龙","ジジーロン","Drampa","","3.0","185.0","NORMAL","DRAGON","SNAKE","70","悠游","怒火冲天","食草","无关天气",0,0,0,2,0,0,"170","",1000000,"MONSTER","DRAGON","20",78,60,85,135,91,36,"780#老翁龙#"
781,"破破舵轮","ダダリン","Dhelmise","","3.9","210.0","GHOST","GRASS","PILLAR","25","碎藻","钢能力者","","",0,2,0,0,0,0,"181","",1000000,"MINERAL","","25",70,131,100,86,90,40,"781#破破舵轮#"
782,"心鳞宝","ジャラコ","Jangmo-o","","0.6","29.7","DRAGON","","QUADRUPLE_FOOTS_MONSTER","45","鳞片","防弹","隔音","防尘",0,0,1,0,0,0,"60","",1250000,"DRAGON","","40",45,55,65,45,45,45,"782#心鳞宝#"
783,"鳞甲龙","ジャランゴ","Hakamo-o","","1.2","47.0","DRAGON","FIGHT","DUAL_FOOTS_MONSTER","45","鳞片","防弹","隔音","防尘",0,0,2,0,0,0,"147","",1250000,"DRAGON","","40",55,75,90,65,70,65,"783#鳞甲龙#"
784,"杖尾鳞甲龙","ジャラランガ","Kommo-o","","1.6","78.2","DRAGON","FIGHT","DUAL_FOOTS_MONSTER","45","鳞片","防弹","隔音","防尘",0,0,3,0,0,0,"270","",1250000,"DRAGON","","40",75,110,125,100,105,85,"784#杖尾鳞甲龙#"
785,"卡璞・鸣鸣","カプ・コケコ","Tapu Koko","","1.8","20.5","ELECTRIC","FAIRY","DUAL_HANDS","3","土地神","电气制造者","","心灵感应",0,0,0,0,0,3,"114","",1250000,"UNDISCOVERED","","15",70,115,85,95,75,130,"785#卡璞・鸣鸣#"
786,"卡璞・蝶蝶","カプ・テテフ","Tapu Lele","","1.2","18.6","PSYCHIC","FAIRY","DUAL_HANDS","3","土地神","精神制造者","","心灵感应",0,0,0,3,0,0,"114","",1250000,"UNDISCOVERED","","15",70,85,75,130,115,95,"786#卡璞・蝶蝶#"
787,"卡璞・哞哞","カプ・ブルル","Tapu Bulu","","1.9","45.5","GRASS","FAIRY","DUAL_HANDS","3","土地神","青草制造者","","心灵感应",0,3,0,0,0,0,"114","",1250000,"UNDISCOVERED","","15",70,130,115,85,95,75,"787#卡璞・哞哞#"
788,"卡璞・鳍鳍","カプ・レヒレ","Tapu Fini","","1.3","21.2","WATER","FAIRY","DUAL_HANDS","3","土地神","薄雾制造者","","心灵感应",0,0,0,0,3,0,"114","",1250000,"UNDISCOVERED","","15",70,75,115,95,130,85,"788#卡璞・鳍鳍#"
789,"科斯莫古","コスモッグ","Cosmog","","0.2","0.1","PSYCHIC","","BALL","45","星云","纯朴","","",1,0,0,0,0,0,"40","",1250000,"UNDISCOVERED","","120",43,29,31,29,31,37,"789#科斯莫古#"
790,"科斯莫姆","コスモウム","Cosmoem","","0.1","999.9","PSYCHIC","","BALL","45","原始星","结实","","",0,0,1,0,1,0,"80","",1250000,"UNDISCOVERED","","120",43,29,131,29,131,37,"790#科斯莫姆#"
791,"索尔迦雷欧","ソルガレオ","Solgaleo","一般状态","3.4","230.0","PSYCHIC","STEEL","QUADRUPLE_FOOTS_MONSTER","45","日轮","金属防护","","",0,3,0,0,0,0,"136","",1250000,"UNDISCOVERED","","120",137,137,107,113,89,97,"791#索尔迦雷欧#一般状态#"
791,"索尔迦雷欧","ソルガレオ","Solgaleo","旭日状态","3.4","230.0","PSYCHIC","STEEL","QUADRUPLE_FOOTS_MONSTER","45","日轮","金属防护","","",0,3,0,0,0,0,"136","",1250000,"UNDISCOVERED","","120",137,137,107,113,89,97,"791#索尔迦雷欧#旭日状态#"
792,"露奈雅拉","ルナアーラ","Lunala","一般状态","4.0","120.0","PSYCHIC","GHOST","DUAL_WINGS","45","月轮","幻影防守","","",0,0,0,3,0,0,"136","",1250000,"UNDISCOVERED","","120",137,113,89,137,107,97,"792#露奈雅拉#一般状态#"
792,"露奈雅拉","ルナアーラ","Lunala","满月状态","4.0","120.0","PSYCHIC","GHOST","DUAL_WINGS","45","月轮","幻影防守","","",0,0,0,3,0,0,"136","",1250000,"UNDISCOVERED","","120",137,113,89,137,107,97,"792#露奈雅拉#满月状态#"
793,"虚吾伊德","ウツロイド","Nihilego","","1.2","55.5","ROCK","POISON","TENTACLE","45","寄生","异兽提升","","",0,0,0,0,3,0,"114","",1250000,"UNDISCOVERED","","120",109,53,47,127,131,103,"793#虚吾伊德#"
794,"爆肌蚊","マッシブーン","Buzzwole","","2.4","333.6","BUG","FIGHT","TENTACLE","45","膨胀","异兽提升","","",0,1,2,0,0,0,"114","",1250000,"UNDISCOVERED","","120",107,139,139,53,53,79,"794#爆肌蚊#"
795,"费洛美螂","フェローチェ","Pheromosa","","1.8","25.0","BUG","FIGHT","HUMAN","45","美艳","异兽提升","","",0,0,0,0,0,3,"114","",1250000,"UNDISCOVERED","","120",71,137,37,137,37,151,"795#费洛美螂#"
796,"电束木","デンジュモク","Xurkitree","","3.8","100.0","ELECTRIC","","DUAL_FOOTS_MONSTER","45","灯饰","异兽提升","","",0,0,0,3,0,0,"114","",1250000,"UNDISCOVERED","","120",83,89,71,173,71,83,"796#电束木#"
797,"铁火辉夜","テッカグヤ","Celesteela","","9.2","999.9","STEEL","FLYING","HUMAN","45","发射","异兽提升","","",0,1,1,1,0,0,"114","",1250000,"UNDISCOVERED","","120",97,101,103,107,101,61,"797#铁火辉夜#"
798,"纸御剑","カミツルギ","Kartana","","0.3","0.1","GRASS","STEEL","HUMAN","45","拔刀","异兽提升","","",0,3,0,0,0,0,"114","",1250000,"UNDISCOVERED","","120",59,181,131,59,31,109,"798#纸御剑#"
799,"恶食大王","アクジキング","Guzzlord","","5.5","888.0","DARK","DRAGON","DUAL_FOOTS_MONSTER","45","异食","异兽提升","","",3,0,0,0,0,0,"114","",1250000,"UNDISCOVERED","","120",223,101,53,97,53,43,"799#恶食大王#"
800,"奈克洛兹玛","ネクロズマ","Necrozma","通常形态","2.4","230.0","PSYCHIC","","DUAL_HANDS","255","棱镜","棱镜装甲","","",0,1,0,2,0,0,"120","",1250000,"UNDISCOVERED","","120",97,107,101,127,89,79,"800#奈克洛兹玛#通常形态#"
800,"奈克洛兹玛","ネクロズマ","Necrozma","黄昏之鬃","3.8","460.0","PSYCHIC","STEEL","QUADRUPLE_FOOTS_MONSTER","255","棱镜","棱镜装甲","","",0,1,0,2,0,0,"120","",1250000,"UNDISCOVERED","","120",97,107,101,127,89,79,"800#奈克洛兹玛#黄昏之鬃#"
